Position,Bill,LastName,FirstName,Role,Organization,City,State
On,SB 1,Williams,Trudy,Guardian,Myself and my son,,
On,SB 1,Wilson,Dr. Dwayne,parent,my daughter and provider services,Houston,TX
On,SB 1,Wilson,Maricela,RN,AHA,,
On,SB 1,Wilson,Stacy,President,Children's Hospital Association of Texas,,
On,SB 1,Windle,Wilson,David,"Myself and Reach Unlimited) Wittle, David    (ADAPT of Texas/ PACT",Austin,TX
On,SB 1,Zamora,Abel,Development,also providing written testimony,,
On,SB 1,,,,San Antonio Independent Living Services,,
For,SB 1,Benestante,Jacquie,Co.,Autism Society of TX & parent of child w/ disability,,
For,SB 1,Gonzales,Freddy,,A.D.A.P.T.,,
For,SB 1,Langford,Bob,#4,Montague County,,
Against,SB 1,Berry,Jason,Services,Self,,
Against,SB 1,Bullen,Lindsey,Sarah   Kids Developmental Therapy,"HHSC) Cox, Sarah   Kids Developmental Therapy  (parents / therapists",Katy,TX
Against,SB 1,Ellis,Jimi,Health,,,
Against,SB 1,Hyden,Larry,Care,My Business,,
Against,SB 1,Lopez,Renee,Blake,"ADAPT) Rocap, Blake    (NARAL Pro-Choice Texas",Austin,TX
Against,SB 1,Sasser,Amanda,Administrator,Step by Step Home Care & Therapy,,
Against,SB 1,Stolzberg,Hillary,Therapy,"femillol & patients, therapists of KDT",,
Against,SB 1,Valdez-Soto,Bethany,Hearts,Pediatric Therapy,Bedford,TX
Against,SB 1,Zajac,"OTR, Matthew",Therapist,Little Engine Homecare LLC.,,
On,SB 1,Dufner,Jeremy,Coordinator,ARCIL Inc.,,
On,SB 1,Fletcher,Detra,needs),special needs)  (Reach clients/ self,,
On,SB 1,Gibson,Toby,Client,Self,,
On,SB 1,Moorhead,Bee,Director,Texas Impact,,
On,SB 1,Poluido,Camarque,Annie M.   Peer Recovery Supports,"Connections/ CareStarter), Austin Powell, Annie M.   Peer Recovery Supports  (One World Recovery Network",Austin Powell,"Annie M.   Peer Recovery Supports  (One World Recovery Network), Coppell, TX"
On,SB 1,Scot,Johana,Roxana   non- profit,"Parent Guidance Center) Smith, Roxana   non- profit  (Any baby can",Austin,TX
On,SB 1,Warner,Carrie,Cynthia   Association Management,"PACT & ADAPT) Humphrey, Cynthia   Association Management  (Self",Kerrville,TX
For,SB 1,Humphrey,Cynthia,Management,Self,Kerrville,TX
For,SB 1,Olse,Katie,Kathryn   Occupational Therapist,"TX Alliance of Child & Family Services) Swope, Kathryn   Occupational Therapist  (Self",Austin,TX
Against,SB 1,Brumbaush,Teresa C.,Director,"Small Hands, Big Hearts Therapy Management, LLC",Bedford,TX
Against,SB 1,Dinn,Diana,Sabina   Speech Pathology,"Houston pediatric comunity) Duhon, Sabina   Speech Pathology  (Parents & Therapists",Tomball,TX
Against,SB 1,Gray,Denise,Services,"ICF IDD provider, HCS provider",,
Against,SB 1,McClain,Linda K.,Nurse,my family & community,,
Against,SB 1,Pfaff,Margaret A.,Therapy,Disability Community Adults with Brain Injury Spinal Cord Injury,,
Against,SB 1,,,,Myself- & Kids Developmental Therapy,Hou,TX
Against,SB 1,Urby,Rodolfo Morales,Physician,Texas Doctors for Social Responsibility,,
On,SB 1,Bell,Raylene,Association,Outpt. Rehab Association (OPIRA),San Marcos,TX
On,SB 1,Bintz,Jana,,Texans Focus on Children,Cedar Park,TX
On,SB 1,Carter,Shiloh,parent,Self,Friendswood,TX
On,SB 1,DelBosque,Nora,consultant,March of Dimes,,
On,SB 1,Dell'Antonio,Andrew,Professor,,,
On,SB 1,Freeman,Kathryn,Policy,Texas Baptists Christian Life Commission,Austin,TX
On,SB 1,Gonzales,David,Affairs,Alliance of Independent Pharmacists - TX,Austin,TX
On,SB 1,Londono,Maria G.,Guardian,Myself & my daughters,Austin,TX
On,SB 1,Londono,Vashtie,,,,
On,SB 1,Martin,Amanda,Manager,Texas Association of Business,Austin,TX
On,SB 1,McFarland,Jane,retired,League of Women Voters - Tx,,
On,SB 1,Milligan,Maureen,Whitney   graphic designer,"Teaching Hosp of Texas), Austin Peek, Whitney   graphic designer  (My family",Austin Peek,"Whitney   graphic designer  (My family), Austin, TX"
On,SB 1,Pol,Aschwin,Agency,,,
On,SB 1,Rupp-Blanchard,Sarah,Therapist,Milestone Therapy Services,,
On,SB 1,Sanders,Jolene,Easterseals,,,
On,SB 1,Schraeder,Heather,Melissa   SLP,"Himmel Home Health) Scott, Melissa   SLP  (KidsCare Therapy",Addison,TX
On,SB 1,Selinger,Kimberly,Relations,Behavioral Health Advocates of TX,Austin,TX
On,SB 1,Shearer,Virgil,Coordinator,Self,,
On,SB 1,Smith,"E.D., Jennifer",Officials,Tx Assn of City & County Health Officials (TACCHS),Austin,TX
On,SB 1,Thompson,Dustin,Therapy,KidsCare Therapy,Addison,TX
For,SB 1,Frieda,Brian,Sweetwater,,Sweetwater,TX
For,SB 1,Hamilton,Bill,volunteer,"President, Retired State Employees Association",Austin,TX
For,SB 1,Hiner,Harrison,Director,Texas State Employees Union,Austin,TX
For,SB 1,Scott,Cam,Relations,,,
For,SB 1,Sinclair,David,Consultant,Game Warden Peace Officers Assoc,,
On,SB 1,Ashley,Phillip,Fiscal,Texas Comptroller,Austin,TX
On,SB 1,Barrera,Martin,Officer,AFSCME Texas Corrections,Lubbock,TX
On,SB 1,Bayless,"JR., James L.",,Texas State Cemetery Committee,,
On,SB 1,Bell,Lara,Staff,LBB,,
On,SB 1,Bradley,Harry,Superintendent,Texas State Cemetery,,
On,SB 1,Cantu,Al,Chairman,Texas Veterans Commission,,
On,SB 1,Collier,Bryan,Justice,Texas Department of Crim Justice,Huntsville,TX
On,SB 1,Conklin,Lena,Staff,LBB,,
On,SB 1,Counihan,Will,Director,Comptroller of Public Accounts,,
On,SB 1,Fallon,Katy,Staff,LBB,,
On,SB 1,Gogonas,George,Staff,LBB,,
On,SB 1,Guthrie,Brian,Director,TRS,,
On,SB 1,Hegar,Glenn,Comptroller,Comptroller of Public Accounts,,
On,SB 1,McConnell,Heidi,Officer,CPRIT,,
On,SB 1,McGeady,John,Staff,LBB,,
On,SB 1,Merriweather,Kelli,Director,Commission on State Emergency Communication,,
On,SB 1,,,,AFSCME Texas Corrections,Lubbock,TX
On,SB 1,Pallidino,Thomas,Director,Texas Veterans Commission,,
On,SB 1,Reissig,Mike,Comptroller,Comptroller of Public Accounts,,
On,SB 1,Roberts,Wayne R.,director,Cancer Prevention & Research Institute of Texas (CPRIT),Austin,TX
On,SB 1,Smith,Charles,Commissioner,,Austin,TX
On,SB 1,,,,,Austin,TX
On,SB 1,Smith,Jordan,Staff,LBB,,
On,SB 1,Viktorin,Richard,Advocate,also providing written testimony,,
On,SB 1,,,,Audits in the Public Interest,,
On,SB 1,Welsh,Rod,Director,Texas State Preservation Board,,
On,SB 1,Wilson,Porter,Director,Employees Retirement System of Texas,Austin,TX
On,SB 1,Wood,Robert,Deputy,Comptroller of Public Accounts,,
Against,SB 1,Radford,"Police Chief, Todd",Enforcement,Texas Police Chiefs Assoc. & Capitol Area Law Enforcement Executives,,
Against,SB 1,,,,Texas State Preservation Board,Austin,TX
On,SB 1,Cash,Bob,Director,Texas State Preservation Board,Austin,TX
On,SB 1,Coleman,Rob,Management,Comptroller of Public Accounts,,
On,SB 1,Curtis,Shari,Accounting,Comptroller of Public Accounts,,
On,SB 1,Doyle,Kristen,Officer,Cancer Prevention & Research Institute of Texas,,
On,SB 1,Koch,Margaret M.,Mus.,State Preservation Board - Museum,,
On,SB 1,Provine,Cynthia,SPB,State Preservation Board,,
On,SB 1,Walker,Jason,Research,Texas State Cemetery,,
On,SB 1,Woodruff,Sandra,Management,Comptroller of Public Accounts,,
For,SB 1,Haeber,Julie,Institute,Texas Healthcare & Bioscience Institute (THBI),Austin,TX
For,SB 1,Lofye,David,consultant,LIVESTRONG Foundation,Austin,TX
For,SB 1,Guzman,Joe,Force,South Texas Military Facilities Task Force,Corpus Christi,TX
For,SB 1,Setliff,Aaron,Attorney,The Texas Council on Family Violence,Austin,TX
For,SB 1,Tagliabue,Tom,Relations,City of Corpus Christi,Corpus Christi,TX
Against,SB 1,Viktorin,Richard,Advocate,Audits In The Public Interest,,
On,SB 1,,,,Texas Public Finance Authority,Sugar Land,TX
On,SB 1,,,,City of San Antonio,San Antonio,TX
On,SB 1,Bell,Lara,Staff,LBB,,
On,SB 1,Corbell,Richard,Staff,LBB,,
On,SB 1,Daniel,Bryan,Tourism,the Office of the Governor,,
On,SB 1,Deviney,Lee,Director,Texas Public Finance Authority,,
On,SB 1,Hale,Jordan,Administration,Office of the Governor,,
On,SB 1,Hilderbran,Harvey,TFC,Texas Facilities Commission,Austin,TX
On,SB 1,Ingram,Keith,State,"also providing written testimony)  (Elections division, TX SOS",Austin,TX
On,SB 1,Jordan,Jungus,Worth,also providing written testimony)  (Texas Mayors of Military Communities,Fort Worth,TX
On,SB 1,Kidd,Nim,Management,Self,,
On,SB 1,,,,"Self) Krampitz, Tom   Attorney & General Counsel  (Border Prosecution Unit",Fort Worth,TX
On,SB 1,Latsha,Rob,Director,Bond Review Board,,
On,SB 1,Mateer,Jeff,General,Office of the Attorney General,,
On,SB 1,McGeady,John,Staff,LBB,,
On,SB 1,Pablos,Ronaldo B.,State,Secretary of State,Austin,TX
On,SB 1,Paxton,Ken,General,Office of the Attorney General,,
On,SB 1,Robinson,Carl L.,Representative,City of El Paso & TX Mayors of Military Comm,El Paso,TX
On,SB 1,Saxe,Avery,Staff,LBB,,
On,SB 1,Shine,Hilary,Killeen,City of Killeen - member of Texas Mayors of Military Communities,Killeen,TX
On,SB 1,Shingleton,Dennis P.,Texas,Texas Military Mayors Communities,Fort Worth,TX
On,SB 1,Shorter,"III, Coby",State,Secretary of State,Austin,TX
On,SB 1,Smith,Jordan,Staff,LBB,,
On,SB 1,Vollbrecht,Stephen,Director,State Office Of Risk Management,Austin,TX
On,SB 1,Cain,Camille,Stuart B.   CFO,"Office of the Governor) Cargile, Stuart B.   CFO  (State Office of Risk Management",Austin,TX
On,SB 1,Friesen,Mara,Director),,,
On,SB 1,,,,Texas Public Finance Authority,Austin Moore,"Rodney    (Texas Public Finance Authority), Lufkin, TX"
On,SB 1,Perrynan,John,CFO,Texas Bond Review Board,Austin,TX
On,SB 1,Ries,Rob,Finance,Texas Facilities Commission,Austin,TX
On,SB 1,,,,"Vice-Chair)  (Texas Public Finance Authority) Western, Deea   General Counsel  (State Office of Risk Management",Austin,TX
For,SB 1,Saenz,Luis,Consultant,,,
For,SB 1,Barham,Cecilia,"Suzanne   City manager, spearman, TX","Self) Bellsnyder, Suzanne   City manager, spearman, TX  (Texas Plains trail",Spearman,TX
For,SB 1,Betts,Walter,librarian,Texas Library Association,,
For,SB 1,,,,,,
For,SB 1,Brock,"Commissioner, Dale",administrator,Arts Commission,Fort Worth,TX
For,SB 1,Mann,Leah,Educator,Self,Flower Mound,TX
For,SB 1,McWhortes,William,director,Texas Holocaust and Genocide Commission,Kyle,TX
For,SB 1,,,,THC,Houston,TX
For,SB 1,Stryker,Rick,LLC,,,
For,SB 1,,,,Self,Flower mound,TX
For,SB 1,Whipple,Kyle,Student,Self,,
On,SB 1,Anumeha,Amu,Director,State Pension Review Board,,
On,SB 1,Clancy,"Commissioner TEC, Jim",Attorney,Texas Ethics Commission.,Corpus Christi,TX
On,SB 1,Conklin,Lena,Staff,LBB,,
On,SB 1,Deiters,Kevin,Director,Tx Emergency Services Retirement System,,
On,SB 1,Fallon,Katy,Staff,LBB,,
On,SB 1,Gibbs,Gary,Dir.,Texas Commission on the Arts,,
On,SB 1,Gogonas,George,Staff,LBB,,
On,SB 1,Graham,Ann S,Director,Texans for the Arts,,
On,SB 1,McGeady,John,Staff,LBB,,
On,SB 1,McGee,Josh,Chair,State Pension Review Board,,
On,SB 1,Napier,Stacey,Director,Department of Information Resources,Austin,TX
On,SB 1,Saxe,Avery,Staff,LBB,,
On,SB 1,Smith,Mark,Director,Texas State Library and Archives Comm.,,
On,SB 1,Steusloff,Ian,Counsel,Texas Ethics Commission,Austin,TX
On,SB 1,Viktorin,Richard,Advocate,also providing written testimony,,
On,SB 1,,,,Audits in the Public Interest,,
On,SB 1,Villalpando,Nick,Officer,Department of Information Resources,Austin,TX
On,SB 1,Wolfe,Mark,Director,Texas Historical Commission,,
For,SB 1,Carr,Sharon T.,Commissioner,TSLAC,,
For,SB 1,,,,Ret,General Mike   CEO Admiral Nimitz Fnd  (THC),Fredericksburg
On,SB 1,Hernandez,Cristina,Administration,Texas Ethics Commission,Austin,TX
On,SB 1,Mason,Ellen,Director,Texas Cultural Trust,,
On,SB 1,May,Bob,Actuary,Self,,
On,SB 1,Meraz,Gloria,Librarian,Texas State Library & Archives Commission,,
On,SB 1,Osborne,Donna,Officer,Texas State Library & Archives Comm.,Austin,TX
On,SB 1,Sullivan,Raymond,Relations,City of PLANO,Austin,TX
For,SB 1,Brieden,John,Member,Self,,
For,SB 1,Kendall,Sherri,Abuse,AVDA,,
For,SB 1,Setliff,Aaron,Attorney,The Texas Council on Family Violence,Austin,TX
Against,SB 1,Cavazos-Reyna,C. LeRoy,Chairman,Self,,
Against,SB 1,Dominguez,Astrid,strategist,ACLU of TX,,
On,SB 1,Barr,Zachary,Staff,LBB,,
On,SB 1,Brauer,Andrea,Director,Texas Gun Sense,,
On,SB 1,Britt,Robert (Kyle),Budget,,,
On,SB 1,Brooke,Linda,Probation,,,
On,SB 1,Camacho,Raul,Measures,Firearm Training Industry,Austin,TX
On,SB 1,Collier,Bryan,Director,Texas Dept of Criminal Justice,Huntsville,TX
On,SB 1,,,,Grassroots Leadership,Austin,TX
On,SB 1,Cook,Sherry,Director,,,
On,SB 1,Dziuk,George,Staff,LBB,,
On,SB 1,Flores,Ramon,Staff,LBB,,
On,SB 1,,,,Justices of the Peace & Constables Assc. of Texas,,
On,SB 1,Gutierrez,David,Officer,,,
On,SB 1,Guzman,Eva,Justice,Supreme Court of Texas,Austin,TX
On,SB 1,Hearn,Skylor,,Department of Public Safety,Austin,TX
On,SB 1,Hecht,Nathan,Justice,Supreme Court of Texas,Austin,TX
On,SB 1,Herrera,Norma,Advocate,Equal Voices Network,,
On,SB 1,Hervey,Barbara,Judge,CCA,,
On,SB 1,Isaack,Angela,Staff,LBB,,
On,SB 1,J-Rose,Renee,Officer,Asfcme Texas Corrections,,
On,SB 1,Jordan,Katasia,Staff,LBB,,
On,SB 1,Keller,Sharon,Ap.,also providing written testimony,,
On,SB 1,,,,,,
On,SB 1,McCraw,Steven,,Department of Public Safety,Austin,TX
On,SB 1,McGeady,John,Staff,LBB,,
On,SB 1,McGinty,Jerry,Officer,,Huntsville,TX
On,SB 1,Meyer,Michael,TJJD,TJJD,Austin,TX
On,SB 1,Mitchell,Kathy,,Texas Criminal Justice Coalition,,
On,SB 1,Molina,Laurie,Staff,LBB,,
On,SB 1,Moreno,Celina,Attorney,MALDEF,,
On,SB 1,Nelson,Susan R.,Aurthor,,,
On,SB 1,Nichols,Major General John,Texas,Texas Military Department,,
On,SB 1,Norris,Brigadier General Tracy,Army,Texas Military Department,,
On,SB 1,Patrick,Arnold,Probation,"Probation Advisory Committee, Texas Probation Association",Edinburg,TX
On,SB 1,Posey,John,Staff,LBB,,
On,SB 1,Puckett,Matthew,Staff,LBB,,
On,SB 1,Puente,Jaime,Student,Equal Voices Network,,
On,SB 1,Reilly,David,Director,Texas Juvenile Justice Department,,
On,SB 1,Reynolds,Fisher,Staff,LBB,,
On,SB 1,Rojas,Daniela,student,Equal Voices Network,,
On,SB 1,Rose,Chief Justice Jeff,Appeals,Council of Chief Justices,,
On,SB 1,Rutland,Tim,Protection,Commission on Fire Protection,,
On,SB 1,Vela,Kelsey,Staff,LBB,,
On,SB 1,Vickers,Kim,Director,Texas Commission on Law Enforcement,,
On,SB 1,Whittenton,Susan,,Department of Public Safety,Austin,TX
On,SB 1,Wielmaker,John,Staff,LBB,,
On,SB 1,Wood,Brandon,Dir,TCJS,,
On,SB 1,Woods,Tanisha,Corrections,AFSCME Texas Corrections,,
For,SB 1,Barry,Steven Alec,student,University of Texas at Austin,,
For,SB 1,Jackson,Jimmy,DPSOA,DPS Officers Association in Support of DPS budget Requests,Austin,TX
For,SB 1,Lopez,Carlos,Constable,Justices of the Peace and Constables Association of Texas,Austin,TX
For,SB 1,Pantel,Jama,5,,Austin,TX
Against,SB 1,Casias,Robert J.,Texas,,,
On,SB 1,Amberboy,Tina,Commission,Supreme Court of Texas,Austin,TX
On,SB 1,Collins,Judge Denise,Lisa M.   Chief Financial Accountant / Finance Manager,"Probation Dept), Houston Gonzalez, Lisa M.   Chief Financial Accountant / Finance Manager  (TCFP",Houston Gonzalez,"Lisa M.   Chief Financial Accountant / Finance Manager  (TCFP), Taylor, TX"
On,SB 1,Gutierrez,Bobby,Constable,Justice of the Peace and Constables Asso. of TX,Austin,TX
On,SB 1,,,,,,
On,SB 1,Lochridge,Hope,,,,
On,SB 1,McDonnell,Tim,Administrator,Board of Pardons & Paroles,,
On,SB 1,Moore,Robert L.,Service,Texas Commission on Fire Protection,College Station,TX
On,SB 1,Roth,Brian,Patrick   Fire Chief,"TCOLE), Austin Shipp, Patrick   Fire Chief  (Texas Fire Chief Association",Austin Shipp,"Patrick   Fire Chief  (Texas Fire Chief Association), Webster, TX"
On,SB 1,Slayton,David,Director,Office of Court Administration,Austin,TX
On,SB 1,Torres,Betty Balli,Director,,,
On,SB 1,Velasquez,Vanessa,County,CSCD - Harris County,,
On,SB 1,Whalen,Thea,Director,Texas Justice Court Training Center,,
On,SB 1,Wisko,Mike,Galveston,,,
Against,SB 1,Casanova,Yolanda Robles,(#TexMex38,#TexMex38 (Trust Coalition Member),,
On,SB 1,Carr,Brent,9,"Self, CSCD, Various Court Programs",Ft. Worth,TX
On,SB 1,Milner,Stewart,and,Attorney)  (Texas Municipal CTS Assoc. and (TMCEC),ARL,TX
For,SB 1,Allison,Jim,Counsel,County Judges & Commissioners Assn. of TX,Austin,TX
For,SB 1,Bernhardt,Rebecca,Director,Texas Fair Defense Project,Austin,TX
For,SB 1,Brieden,John,Judge,also providing written testimony)  (Self,Brenham,TX
For,SB 1,Calhoun,P.T. (Pat),Judge,Pat)   County Judge  (Goliad County,Goliad,TX
For,SB 1,Carlton,Belinda,Volunteer,Guardianship Reform and Supported Decision-Making Workgroup,,
For,SB 1,,,,Cass County,Queen City,TX
For,SB 1,Daugette,Bill,Commissioner,Walker County,Huntsville Walker County,TX
For,SB 1,Faris,Vinsen,Antonio,also providing written testimony,,
For,SB 1,,,,,,
For,SB 1,Garcia,Laura V.,Director,Texas Association of Counties,Austin,TX
For,SB 1,Grayson,Lane,Commissioner,Ellis County,Ennis,TX
For,SB 1,Hammond,Terry W.,Attorney,Texas Guardianship Association,Cedar Park,TX
For,SB 1,Jones,Patti,Commissioner,Lubbock County,Lub.,TX
For,SB 1,Kramer,Ken,(Volunteer),Sierra Club - Lone Star Chapter,Austin,TX
For,SB 1,Longanecker,Ed,Association,Texas independent Producers and Royalty owners,,
For,SB 1,Marzullo,Amanda,,Texas Defender Service,Austin,TX
For,SB 1,,,,Travis County Mental Health Public Def.,Austin,TX
For,SB 1,Robinson,Robbie,President,Texas Game Wardens,,
For,SB 1,Tintera,John,Lobbyist,Texas Alliance Energy Producers / Panhandle producers,,
For,SB 1,producers) Yeates,David,Conservation,Texas Wildlife Association,San Antonio,TX
Against,SB 1,Hurley,Robert,Judge,Atascosa County,,
On,SB 1,Bevel,Mary Kate,associate,,,
On,SB 1,Bolton,Pamela,Staff,LBB,,
On,SB 1,Bruun,Bech,Chairman,Texas Water Development Board,Austin,TX
On,SB 1,Buchanan,Laura,Director,,,
On,SB 1,Buckles,Scott,Board,TSSWCB,,
On,SB 1,Bush,George P.,Office,TXGLO,Austin,TX
On,SB 1,Choate,Jack,sp,Special Prosecution Unit,Huntsville,TX
On,SB 1,Cole,Celia,nonprofit,Feeding Texas,,
On,SB 1,Cooper,Eric,Bank,San Antonio Food Bank / Feeding Texas,,
On,SB 1,Craddick,Christi,Commissioner,Railroad Commission of Texas,,
On,SB 1,Davisson,Jessica,Director,Texas Parks and Wildlife,Austin,TX
On,SB 1,Dobbs,Andrew,Director,Texas Campaign for the Environment,,
On,SB 1,Dziuk,George,Staff,LBB,,
On,SB 1,Elledge,Matt,VLB,Tx Veterans Land Board,Austin,TX
On,SB 1,Foster,John,Officer,,Temple,TX
On,SB 1,Hardin,Paul,President,Texas Food and Fuel Association,Austin,TX
On,SB 1,Hyde,"P.E., Richard A.",Director,TCEQ,Austin,TX
On,SB 1,Isom,Rex,Director,,Temple,TX
On,SB 1,Keith,Ray,Defender,Regional Public Defender for Capital Cases,Lubbock,TX
On,SB 1,Keller,Sharon,Judge,Texas Indigent Defense Commission,,
On,SB 1,McGeady,John,Staff,LBB,,
On,SB 1,Mendez,Mark,Affairs,Tarrant County,Ft. Worth,TX
On,SB 1,Miller,Sid,Commissioner,Texas Department of Agriculture,Austin,TX
On,SB 1,Moss,John T.,Co.,Texas Seed Trade Assn.,Tyler,TX
On,SB 1,Niermann,Jon,TCEQ,TCEQ,,
On,SB 1,Propp,Dale,Library,State Law Library,,
On,SB 1,Reed,Cyrus,Director,Lone Star Chapter Sierra Club,,
On,SB 1,Reissig,Mike,Byron   County Judge,"Comptroller of Public Accounts) Ryder, Byron   County Judge  (County Gov. Leon County",Centerville,TX
On,SB 1,Rymell,Jennifer,Judge,Judicial Section of the State Bar,,
On,SB 1,Salsman,John M.,Compact,also providing written testimony,,
On,SB 1,,,,TLLRWDCC,,
On,SB 1,Schwartz,Andy,Veterinarian,the Texas Animal Health Commission,Austin,TX
On,SB 1,,,,TCEQ,Austin,TX
On,SB 1,Shepperd,Ben,President,Permian Basin Petroleum Association,Midland,TX
On,SB 1,Simon,Tressie,non-profit,Care & Share,San Augustine,TX
On,SB 1,Slayton,David,Director,"Office of Court Administration, Texas Judicial Council",Austin,TX
On,SB 1,Smith,Carter,Director,Parks & Wildlife Department,,
On,SB 1,Sotolongo,Marisa,Staff,LBB,,
On,SB 1,Soule,Stacey M,Attorney,Office of State Prosecuting Attorney,,
On,SB 1,Staples,Todd,President,Texas Oil and Gas Association,,
On,SB 1,Wales,Michael,Staff,LBB,,
On,SB 1,Walker,Jeff,Bd.,TWDB,Austin,TX
On,SB 1,Wang,Wei,Officer,Railroad Commission of Texas,Austin,TX
On,SB 1,Wolff,Benjamin B.,Writs,also providing written testimony)  (Office of Capital and Forensic Writs,Austin,TX
On,SB 1,Young,Michael,County,same,SA,TX
For,SB 1,Bristol,George,Conservationist,Trust for Public Lands,Fort Worth,TX
For,SB 1,Brown,Kirby,Biologist,Ducks Unlimited,,
For,SB 1,Brush,Ramona,Services,Texas Guardianship Association,,
For,SB 1,Garcia,Danny,Commissioner,Victoria County Commissioner's Court,,
For,SB 1,Ires,Clint,4,Victoria Cnty,,
For,SB 1,Janak,Kevin,Terry   County Judge,"Victoria County) Simpson, Terry   County Judge  (San Patricio Co",Sinton,TX
For,SB 1,Zeller,Ben,Judge,"Victoria County, TX",Victoria,TX
On,SB 1,Baker,Toby,Commissioner,Texas Commission on Environmental Quality,Austin,TX
On,SB 1,Bednarz,Steve,Engineer,Texas State Soil & Water Conservation Board,,
On,SB 1,Bethke,James,Attorney,Texas Indigent Defense Commission,Austin,TX
On,SB 1,Corley,Kimberly,RRC,,,
On,SB 1,Curtis,Shari,Liz   CFO,"Comptroller of Public Accounts) Day, Liz   CFO  (Texas Commission on Environmental Quality",Austin,TX
On,SB 1,Fearneyhough,Jason,Commissioner,Texas Department of Agriculture,Austin,TX
On,SB 1,Flores,Norma,Office,TXGLO,Austin,TX
