FullText,Position,Bill,LastName,FirstName,Role,Organization,City,State
"Olse, Katie (Tx alliance of child and family services)",For,HB 6,Olse,Katie,,Tx alliance of child and family services,,
"Parker, Mattie (Self; ACH Child and Family Services)",For,HB 6,Parker,Mattie,,Self; ACH Child and Family Services,,
"Patel, Dimple (TexProtects)",For,HB 6,Patel,Dimple,,TexProtects,,
"Philpott, Peter (Self; ACH Child and Family Services)",For,HB 6,Philpott,Peter,,Self; ACH Child and Family Services,,
"Senske, Kurt (Upbring)",For,HB 6,Senske,Kurt,,Upbring,,
"Sloan, Mike (Self)",For,HB 6,Sloan,Mike,,Self,,
"Sloan, Mike (Self)",For,HB 6,Sloan,Mike,,Self,,
"Smith, Chrystal (Self; Foster Village Austin)",For,HB 6,Smith,Chrystal,,Self; Foster Village Austin,,
"Stocker, Dub (Self; ACH Child & Family Services)",For,HB 6,Stocker,Dub,,Self; ACH Child & Family Services,,
"Goodlett, Brooke (Self)",Against,HB 6,Goodlett,Brooke,,Self,,
"Hellrung, Cecilia (Self)",Against,HB 6,Hellrung,Cecilia,,Self,,
"Hiner, Harrison (Texas state employees nion)",Against,HB 6,Hiner,Harrison,,Texas state employees nion,,
"Hogue, Patricia (Self; Texas Lawyer for Children)",Against,HB 6,Hogue,Patricia,,Self; Texas Lawyer for Children,,
"Meyers, Alison (Self)",Against,HB 6,Meyers,Alison,,Self,,
"Powell, Judy (Parent Guidance Center)",Against,HB 6,Powell,Judy,,Parent Guidance Center,,
"Scot, Johana (Parent Guidance Center)",Against,HB 6,Scot,Johana,,Parent Guidance Center,,
"Buck, Christopher (Self)",On,HB 6,Buck,Christopher,,Self,,
"Byrne, Darlene (Self)",On,HB 6,Byrne,Darlene,,Self,,
"Cronin, Brian (Self; ICF)",On,HB 6,Cronin,Brian,,Self; ICF,,
"Francis, Will (National Association of Social Workers - Texas Chapter)",On,HB 6,Francis,Will,,National Association of Social Workers - Texas Chapter,,
"Kepple, Robert (Texas District and County Attorneys Association)",On,HB 6,Kepple,Robert,,Texas District and County Attorneys Association,,
"Logan, Brandon (Texas Public Policy Foundation)",On,HB 6,Logan,Brandon,,Texas Public Policy Foundation,,
"Murphy, Kim (Self; Dallas County Public Defenders Office)",On,HB 6,Murphy,Kim,,Self; Dallas County Public Defenders Office,,
"Taccetta, Kaysie (Department of Family and Protective Services)",On,HB 6,Taccetta,Kaysie,,Department of Family and Protective Services,,
"Woodruff, Trevor (Department of Family and Protective Services)",On,HB 6,Woodruff,Trevor,,Department of Family and Protective Services,,
"Allmon, Jennifer (The Texas Catholic Conference of Bishops)",For,HB 6,Allmon,Jennifer,,The Texas Catholic Conference of Bishops,,
"Duke, Gary (Azleway, Inc.)",For,HB 6,Duke,Gary,,"Azleway, Inc.",,
"Freeman, Kathryn (Christian Life Commission)",For,HB 6,Freeman,Kathryn,,Christian Life Commission,,
"Gruene, Katija (Green Party of Texas)",For,HB 6,Gruene,Katija,,Green Party of Texas,,
"Murphy, Patricia (Self)",For,HB 6,Murphy,Patricia,,Self,,
"Newman, Jeremy (Self; Texas Home School Coalition)",For,HB 6,Newman,Jeremy,,Self; Texas Home School Coalition,,
"Parkinson, Thomas (Self)",For,HB 6,Parkinson,Thomas,,Self,,
"Redden, Michael (New Horizons)",For,HB 6,Redden,Michael,,New Horizons,,
"Thurston, James (United Ways of Texas)",For,HB 6,Thurston,James,,United Ways of Texas,,
"Wood, Cecilia (Self)",For,HB 6,Wood,Cecilia,,Self,,
"Lara, Rene (Texas AFL-CIO)",Against,HB 6,Lara,Rene,,Texas AFL-CIO,,
"Ross, Julie (Self; Dallas Down syndrome Guild)",Against,HB 6,Ross,Julie,,Self; Dallas Down syndrome Guild,,
"Spiller, Lee (Citizens Commission on Human Rights)",Against,HB 6,Spiller,Lee,,Citizens Commission on Human Rights,,
"Blackstone, Kristene (Department of Family and Protective Services)",On,HB 6,Blackstone,Kristene,,Department of Family and Protective Services,,
"Estevilla, Lana (Department of Family and Protective Services)",On,HB 6,Estevilla,Lana,,Department of Family and Protective Services,,
"Hogue, Patricia (Self; Texas Lawyers for Children)",For,HB 7,Hogue,Patricia,,Self; Texas Lawyers for Children,,
"Homer, Andrew (Texas CASA)",For,HB 7,Homer,Andrew,,Texas CASA,,
"Newman, Jeremy (Self; Texas home school coalition)",For,HB 7,Newman,Jeremy,,Self; Texas home school coalition,,
"Black, Jim (Angel Eyes over Texas)",On,HB 7,Black,Jim,,Angel Eyes over Texas,,
"Logan, Brandon (Texas Public Policy Foundation)",On,HB 7,Logan,Brandon,,Texas Public Policy Foundation,,
"Obaseki, Tyrone (Self)",On,HB 7,Obaseki,Tyrone,,Self,,
"Powell, Judy (Parent Guidance Center)",On,HB 7,Powell,Judy,,Parent Guidance Center,,
"Rucker, Dean (Self)",On,HB 7,Rucker,Dean,,Self,,
"Scot, Johana (Parent Guidance Center)",On,HB 7,Scot,Johana,,Parent Guidance Center,,
"Barillas, Dr. Katherine (One Voice Texas)",For,HB 7,Barillas,Dr.,,One Voice Texas,,
"Crockett, Sarah (Texas CASA)",For,HB 7,Crockett,Sarah,,Texas CASA,,
"Ewing, Diane (Texans Care for Children)",For,HB 7,Ewing,Diane,,Texans Care for Children,,
"Francis, Will (National Association of Social Workers - Texas Chapter)",For,HB 7,Francis,Will,,National Association of Social Workers - Texas Chapter,,
"Houston, Joshua (Texas Impact)",For,HB 7,Houston,Joshua,,Texas Impact,,
"Kimberly, Knox (Upbring (the new Lutheran Social Services of the South))",For,HB 7,Kimberly,Knox,(Upbring,Upbring (the new Lutheran Social Services of the South),,
"King, Danielle (Self)",For,HB 7,King,Danielle,,Self,,
"Parkinson, Thomas (Self)",For,HB 7,Parkinson,Thomas,,Self,,
"Thurston, James (United Ways of Texas)",For,HB 7,Thurston,James,,United Ways of Texas,,
"Ayres, Monica (Self)",Against,HB 7,Ayres,Monica,,Self,,
"Spiller, Lee (Citizens Commission on Human Rights)",Against,HB 7,Spiller,Lee,,Citizens Commission on Human Rights,,
"Ford, Anna (The Department of Family and Protective Services)",On,HB 7,Ford,Anna,,The Department of Family and Protective Services,,
"Roper, Tiffany (The Department of Family and Protective Services)",On,HB 7,Roper,Tiffany,,The Department of Family and Protective Services,,
"Taccetta, Kaysie (Department of Family and Protective Services)",On,HB 7,Taccetta,Kaysie,,Department of Family and Protective Services,,
"Tai, Eric (The Department of Family and Protective Services)",On,HB 7,Tai,Eric,,The Department of Family and Protective Services,,
"Crockett, Sarah   Public Policy Coordinator  (Texas CASA), Austin, TX",For,HB 7,Crockett,Sarah,Public Policy Coordinator,Texas CASA,Austin,TX
"Hansch, Greg    (also providing written testimony)  (Self; National Alliance on Mental Illness (NAMI) Texas), Austin, TX",For,HB 7,Hansch,Greg,,NAMI) Texas,Austin,TX
"Hellrung, Cecilia    (Self) , San Antonio, TX",For,HB 7,Hellrung,Cecilia,,Self,San Antonio,TX
"Logan, Brandon    (Texas Public Policy Foundation), Austin, TX",For,HB 7,Logan,Brandon,,Texas Public Policy Foundation,Austin,TX
"Powell, Judy   Communications Director  (Parent Guidance Center), Austin, TX",For,HB 7,Powell,Judy,Communications Director,Parent Guidance Center,Austin,TX
"Smith, Valerie   MD  (also providing written testimony)  (Self; Texas pediatric society, texas medical associatiom), Tyler, TX",For,HB 7,Smith,Valerie,MD,"Self; Texas pediatric society, texas medical associatiom",Tyler,TX
"Spiller, Lee   Executive Director  (Citizens Commission on Human Rights), Austin, TX",For,HB 7,Spiller,Lee,Executive Director,Citizens Commission on Human Rights,Austin,TX
"Zartler, Mark    (also providing written testimony)  (Self) , Richardson, TX",For,HB 7,Zartler,Mark,,Self,Richardson,TX
"Amberboy, Tina   Executive Director  (Supreme Court Children's Commission), Austin, TX",On,HB 7,Amberboy,Tina,Executive Director,Supreme Court Children's Commission,Austin,TX
"Carmical, Audrey   Interim General Counsel  (Dept of Family and Protective Services), Austin, TX",On,HB 7,Carmical,Audrey,Interim General Counsel,Dept of Family and Protective Services,Austin,TX
"Kromrei, Liz   Director of Services  (Dept of Family and Protective Services), Austin, TX",On,HB 7,Kromrei,Liz,Director of Services,Dept of Family and Protective Services,Austin,TX
"Roman MD, Heidi   Ambulatory Medical Director  (Rees-Jones Center for Foster Care",On,HB 7,,,Ambulatory Medical Director,,,
"Excellence at Children's Health and UT Southwestern Medical Center), Dallas, TX",On,HB 7,,,,,Dallas,TX
"Subia, Lisa   Chief Financial Officer  (Dept of Family and Protective Services), Austin, TX",On,HB 7,Subia,Lisa,Chief Financial Officer,Dept of Family and Protective Services,Austin,TX
"Barillas, Dr. Katherine   Director of Child Welfare  (One Voice Texas), Houston, TX",For,HB 7,Barillas,Dr.,,One Voice Texas,Houston,TX
"Francis, Will    (National Association of Social Workers - Texas Chapter), Austin, TX",For,HB 7,Francis,Will,,National Association of Social Workers - Texas Chapter,Austin,TX
"Hartman, Marilyn   Advocate for those with serious mental illness  (Self; NAMI Austin (National Alliance on Mental Illness, Austin affiliate)), Austin, TX",For,HB 7,Hartman,Marilyn,Advocate for those with serious mental illness  (Self; NAMI Austin,"Self; NAMI Austin (National Alliance on Mental Illness, Austin affiliate)",Austin,TX
"Kimberly, Knox   SVP - Advocacy and Stakeholder Relations  (Upbring), Austin, TX",For,HB 7,Kimberly,Knox,SVP - Advocacy and Stakeholder Relations,Upbring,Austin,TX
"Laroche, Sebastien   Research & Policy Analyst  (Methodist Healthcare Ministries of South Texas, Inc.), San Antonio, TX",For,HB 7,Laroche,Sebastien,Research & Policy Analyst,"Methodist Healthcare Ministries of South Texas, Inc.",San Antonio,TX
"Little, Emma    (Self; Texas Home School Coailtion), Austin, TX",For,HB 7,Little,Emma,,Self; Texas Home School Coailtion,Austin,TX
"Moore, Matt   Vice President, Government Relations  (Children's Health System of Texas), Dallas, TX",For,HB 7,Moore,Matt,"Vice President, Government Relations",Children's Health System of Texas,Dallas,TX
"Murphy, Kate   Senior child welfare policy associate  (Texans care for children), Austin, TX",For,HB 7,Murphy,Kate,Senior child welfare policy associate,Texans care for children,Austin,TX
"Newman, Jeremy   Policy Director  (Self; Texas Home School Coalition), Lubbock texas, TX",For,HB 7,Newman,Jeremy,Policy Director,Self; Texas Home School Coalition,Lubbock texas,TX
"Newman, Joshua   Chief Legislative Analyst  (Self) , Lubbock, TX",For,HB 7,Newman,Joshua,Chief Legislative Analyst,Self,Lubbock,TX
"Newman, Josiah    (Self) , Lucas, TX",For,HB 7,Newman,Josiah,,Self,Lucas,TX
"Patel, Dimple   Senior Policy Analyst  (Texprotects), Dallas, TX",For,HB 7,Patel,Dimple,Senior Policy Analyst,Texprotects,Dallas,TX
"Scot, Johana   Executive Director  (Parent Guidance Center), Austin, TX",For,HB 7,Scot,Johana,Executive Director,Parent Guidance Center,Austin,TX
"Thurston, James   Director of Policy and Community Engagement  (United Ways of Texas), Austin, TX",For,HB 7,Thurston,James,Director of Policy and Community Engagement,United Ways of Texas,Austin,TX
"Wilson, Stacy   President  (Children's Hospital Association of Texas), Austin, TX",For,HB 7,Wilson,Stacy,President,Children's Hospital Association of Texas,Austin,TX
"Schlegel, Jackie   Executive Director, Texans for Vaccine Choice  (Self; Texans for Vaccine Choice), Keller, TX",On,HB 7,Schlegel,Jackie,"Executive Director, Texans for Vaccine Choice",Self; Texans for Vaccine Choice,Keller,TX
"Matz, Sarah (CompTIA)",For,HB 8,Matz,Sarah,,CompTIA,,
"Yancy, Justin (Texas Business Leadership Council)",For,HB 8,Yancy,Justin,,Texas Business Leadership Council,,
"Belcher, Nora (Texas e-Health Alliance)",For,HB 8,Belcher,Nora,,Texas e-Health Alliance,,
"Flores, Juan Antonio (Port San Antonio)",For,HB 8,Flores,Juan Antonio,Antonio,Port San Antonio,,
"Flores, Juan Antonio (San Antonio Chamber of Commerce)",For,HB 8,Flores,Juan Antonio,Antonio,San Antonio Chamber of Commerce,,
"Garcia, Buddy (NEC America)",For,HB 8,Garcia,Buddy,,NEC America,,
"Giardino, Vincent (Tarrant County Criminal District Attorney's Office)",For,HB 8,Giardino,Vincent,,Tarrant County Criminal District Attorney's Office,,
"Goldman, Michael (Texas Conservative Coalition)",For,HB 8,Goldman,Michael,,Texas Conservative Coalition,,
"Henigin, Edward (Data Foundry, Inc.)",For,HB 8,Henigin,Edward,,"Data Foundry, Inc.",,
"Joiner, Caroline (TechNet)",For,HB 8,Joiner,Caroline,,TechNet,,
"Martin, Amanda (Texas Association of Business)",For,HB 8,Martin,Amanda,,Texas Association of Business,,
"Parkinson, Thomas (Self)",For,HB 8,Parkinson,Thomas,,Self,,
"Reilly, Wendy (HID Global)",For,HB 8,Reilly,Wendy,,HID Global,,
"Robinson, Karen (Texas Technology Consortium)",For,HB 8,Robinson,Karen,,Texas Technology Consortium,,
"Shannon, Fred (Hewlett Packard)",For,HB 8,Shannon,Fred,,Hewlett Packard,,
"Simpson, Stephanie (Texas Association of Manufacturers)",For,HB 8,Simpson,Stephanie,,Texas Association of Manufacturers,,
"Blackstone, Aaron (Dept. of Public Safety)",On,HB 8,Blackstone,Aaron,,Dept. of Public Safety,,
"Jacobson, Sacha (Self)",On,HB 8,Jacobson,Sacha,,Self,,
"Kimbriel, Todd (Department of information resources)",On,HB 8,Kimbriel,Todd,,Department of information resources,,
"Lane, Bryan (Dept. of Public Safety)",On,HB 8,Lane,Bryan,,Dept. of Public Safety,,
"Willis, Charlotte (Health and Human Services Commission)",On,HB 8,Willis,Charlotte,,Health and Human Services Commission,,
"Belcher, Nora   Executive Director  (Texas e-Health Alliance), Austin, TX",For,HB 8,Belcher,Nora,Executive Director,Texas e-Health Alliance,Austin,TX
"Campos, Lorena    (Port San Antonio), Austin, TX",For,HB 8,Campos,Lorena,,Port San Antonio,Austin,TX
"Eckstein, Deece   IGR Officer  (Travis County Commissioners Court), Austin, TX",For,HB 8,Eckstein,Deece,IGR Officer,Travis County Commissioners Court,Austin,TX
"Martin, Amanda   Governmental Affairs Manager  (Texas Association of Business), Austin, TX",For,HB 8,Martin,Amanda,Governmental Affairs Manager,Texas Association of Business,Austin,TX
"Mendez, Mark   Assistant County Administrator  (Tarrant County), Ft Worth, TX",For,HB 8,Mendez,Mark,Assistant County Administrator,Tarrant County,Ft Worth,TX
"Reyes, Stephanie   VP of Public Affairs  (San Antonio Chamber of Commerce), San Antonio, TX",For,HB 8,Reyes,Stephanie,VP of Public Affairs,San Antonio Chamber of Commerce,San Antonio,TX
"Scheberle, Drew   SVP  (Austin chamber of commerce), Austin, TX",For,HB 8,Scheberle,Drew,SVP,Austin chamber of commerce,Austin,TX
"Shannon, Fred    (Texas Association of Manufacturers), Austin, TX",For,HB 8,Shannon,Fred,,Texas Association of Manufacturers,Austin,TX
"Yancy, Justin   President  (Texas Business Leadership Council), Austin, TX",For,HB 8,Yancy,Justin,President,Texas Business Leadership Council,Austin,TX
"Kimbriel, Todd   Director egovernment  (Department of Informatiom Resources), Austin, TX",On,HB 8,Kimbriel,Todd,Director egovernment,Department of Informatiom Resources,Austin,TX
"McCollough, W. Scott (Data Foundry, Inc.)",On,HB 9,McCollough,W.,,"Data Foundry, Inc.",,
"Fowler, Meredyth (Independent Bankers Association of Texas)",For,HB 9,Fowler,Meredyth,,Independent Bankers Association of Texas,,
"Giardino, Vincent (Tarrant County Criminal District Attorney's Office)",For,HB 9,Giardino,Vincent,,Tarrant County Criminal District Attorney's Office,,
"Goldman, Michael (Texas Conservative Coalition)",For,HB 9,Goldman,Michael,,Texas Conservative Coalition,,
"Joiner, Caroline (TechNet)",For,HB 9,Joiner,Caroline,,TechNet,,
"Mendez, Mark (Tarrant County)",For,HB 9,Mendez,Mark,,Tarrant County,,
"Parkinson, Thomas (Self)",For,HB 9,Parkinson,Thomas,,Self,,
"Yancy, Justin (Texas Business Leadership Council)",For,HB 9,Yancy,Justin,,Texas Business Leadership Council,,
"Jacobson, Sacha (Self)",On,HB 9,Jacobson,Sacha,,Self,,
"Giardino, Vincent   Assistant Criminal District Attorney  (Tarrant County District Attorney's Office), Fort Worth, TX",For,HB 9,Giardino,Vincent,Assistant Criminal District Attorney,Tarrant County District Attorney's Office,Fort Worth,TX
"Jones, Chris   Training Coordinator  (Combined Law Enforcement Associations of Texas), Austin, TX",For,HB 9,Jones,Chris,Training Coordinator,Combined Law Enforcement Associations of Texas,Austin,TX
"Bryan, Christine (Clarity Child Guidance Center)",For,HB 10,Bryan,Christine,,Clarity Child Guidance Center,,
"Cuellar, Jacob (Texas Hospital Association)",For,HB 10,Cuellar,Jacob,,Texas Hospital Association,,
"Dudensing, Jamie (Texas Association of Health Plans)",For,HB 10,Dudensing,Jamie,,Texas Association of Health Plans,,
"Kreeger, Lauren (League of Women Voters of Texas)",For,HB 10,Kreeger,Lauren,,League of Women Voters of Texas,,
"Layton, Sherri (Self; Assoc. of Substance Abuse Programs)",For,HB 10,Layton,Sherri,,Self; Assoc. of Substance Abuse Programs,,
"Rosales-Elkins, Deborah (Self; NAMI Texas)",For,HB 10,Rosales-Elkins,Deborah,,Self; NAMI Texas,,
"Villarreal, Monica (Center for Public Policy Priorities)",For,HB 10,Villarreal,Monica,,Center for Public Policy Priorities,,
"Winfield, Nakia (Self; NASW-Texas Chapter)",For,HB 10,Winfield,Nakia,,Self; NASW-Texas Chapter,,
"Spiller, Lee (Citizens Commission on Human Rights)",Against,HB 10,Spiller,Lee,,Citizens Commission on Human Rights,,
